RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD
6248,E901583,[국도21]천안동산리,국가교통정보센터(국도),127.3655284,36.7886008
6249,E901584,[국도21]천안목천IC앞,국가교통정보센터(국도),127.23262,36.76975
6250,E901588,[국도21]천안시-진천군경계,국가교통정보센터(국도),127.37883,36.81611
6251,E901585,[국도21]천안장산2생태통로,국가교통정보센터(국도),127.2875,36.75636
6252,E901586,[국도21]천안창들2교차로,국가교통정보센터(국도),127.3018,36.7548
6253,E901587,[국도21]천안화성생태통로,국가교통정보센터(국도),127.275551,36.754124
6254,E901589,[국도21]홍성광천농공단지,국가교통정보센터(국도),126.626102,36.528788
6255,E901590,[국도21]홍성부평사거리,국가교통정보센터(국도),126.729314,36.62387017
6256,E901591,[국도21]홍성신곡사거리,국가교통정보센터(국도),126.70365,36.61157
6257,E901592,[국도21]홍성신진교,국가교통정보센터(국도),126.6230315,36.51910272
6258,E901593,[국도21]홍성은하2교,국가교통정보센터(국도),126.616456,36.49381
6259,E901594,[국도21]홍성청광리,국가교통정보센터(국도),126.6433149,36.55130363
6260,E901595,[국도21]홍성학계교차로,국가교통정보센터(국도),126.661551,36.57300958
6261,E901596,[국도21]홍성화양삼거리,국가교통정보센터(국도),126.71873,36.62202
6262,E900150,[국도21호선]구이교차로,국가교통정보센터(국도),127.1117,35.75203
6263,E900151,[국도21호선]구이대교,국가교통정보센터(국도),127.1263,35.74709
6264,E900152,[국도21호선]군산대야교차로,국가교통정보센터(국도),126.815,35.9362
6265,E900153,[국도21호선]김제공덕IC,국가교통정보센터(국도),126.9037,35.8866
6266,E901597,[국도21호선]김제목과철교육교부근,국가교통정보센터(국도),127.074014,35.886676
6267,E900154,[국도21호선]김제학동IC,국가교통정보센터(국도),126.9757,35.8846
6268,E900155,[국도21호선]도도교차로,국가교통정보센터(국도),127.023884,35.885682
6269,E900156,[국도21호선]마산2교,국가교통정보센터(국도),126.999051,35.885399
6270,E900157,[국도21호선]밤재1,국가교통정보센터(국도),127.034012,35.469932
6271,E900158,[국도21호선]보령관창교차로,국가교통정보센터(국도),126.58279,36.38399
6272,E901598,[국도21호선]보령두룡2교차로,국가교통정보센터(국도),126.587265,36.25372
6273,E900159,[국도21호선]보령봉당삼거리,국가교통정보센터(국도),126.58117,36.41266
6274,E900160,[국도21호선]보령봉황터널시점,국가교통정보센터(국도),126.61283,36.36643
6275,E900161,[국도21호선]보령봉황터널종점,국가교통정보센터(국도),126.59544,36.37853
6276,E901599,[국도21호선]보령상야마을입구,국가교통정보센터(국도),126.62073,36.191307
6277,E901600,[국도21호선]보령신구교,국가교통정보센터(국도),126.61373,36.17434
6278,E901601,[국도21호선]보령연암마을입구삼거리,국가교통정보센터(국도),126.617615,36.20945
6279,E901602,[국도21호선]보령웅천교삼거리,국가교통정보센터(국도),126.5956,36.23915
6280,E900162,[국도21호선]보령죽림삼거리,국가교통정보센터(국도),126.61389,36.47736
6281,E900163,[국도21호선]보령진죽사거리,국가교통정보센터(국도),126.5938,36.45435
6282,E900164,[국도21호선]보령청소교차로,국가교통정보센터(국도),126.5854583,36.4393333
6283,E901603,[국도21호선]보령충혼탑교차로,국가교통정보센터(국도),126.596306,36.281246
6284,E900165,[국도21호선]복2교,국가교통정보센터(국도),126.836448,35.934151
6285,E901604,[국도21호선]서천선도교차로,국가교통정보센터(국도),126.59658,36.138367
6286,E901605,[국도21호선]서천성북1교차로,국가교통정보센터(국도),126.6026,36.151527
6287,E901606,[국도21호선]서천화산교차로,국가교통정보센터(국도),126.668495,36.09517
6288,E901607,[국도21호선]순창양신리1,국가교통정보센터(국도),127.0247509,35.4777557
6289,E901608,[국도21호선]순창양신리2,국가교통정보센터(국도),127.0320754,35.47043757
6290,E901609,[국도21호선]순창운북리1,국가교통정보센터(국도),127.0368104,35.47060296
6291,E900166,[국도21호선]아산남동교차로,국가교통정보센터(국도),127.04341,36.77326
6292,E900167,[국도21호선]아산시전사거리,국가교통정보센터(국도),126.887502,36.749568
6293,E900168,[국도21호선]아산와산리,국가교통정보센터(국도),126.922575,36.763591
6294,E900169,[국도21호선]아산읍내교차로,국가교통정보센터(국도),126.9386,36.78006
6295,E900170,[국도21호선]아산장존교차로,국가교통정보센터(국도),127.018195,36.745798
6296,E900171,[국도21호선]아산휴대리,국가교통정보센터(국도),127.1127847,36.7846783
6297,E900172,[국도21호선]어두저수지,국가교통정보센터(국도),127.1927,35.7649
6298,E900173,[국도21호선]예산간양교차로,국가교통정보센터(국도),126.8589168,36.738909
6299,E900174,[국도21호선]예산무한교차로,국가교통정보센터(국도),126.826311,36.6832
6300,E900175,[국도21호선]예산석양교차로,국가교통정보센터(국도),126.830224,36.704188
6301,E900176,[국도21호선]예산신원교차로,국가교통정보센터(국도),126.815613,36.684806
6302,E900177,[국도21호선]예산응봉사거리,국가교통정보센터(국도),126.7665806,36.6582515
6303,E900178,[국도21호선]예산창소사거리,국가교통정보센터(국도),126.836318,36.730215
6304,E901610,[국도21호선]옥산2교,국가교통정보센터(국도),126.728067,35.943326
6305,E900179,[국도21호선]옥석검문소,국가교통정보센터(국도),126.793689,35.939101
6306,E900180,[국도21호선]용정분기점,국가교통정보센터(국도),127.037458,35.885689
6307,E901611,[국도21호선]익산공덕대교지점,국가교통정보센터(국도),126.868247,35.91111
6308,E900181,[국도21호선]전주반월교차로,국가교통정보센터(국도),127.067052,35.885239
6309,E900182,[국도21호선]전주전미교차로,국가교통정보센터(국도),127.125126,35.899919
6310,E900183,[국도21호선]제흥1육교,국가교통정보센터(국도),126.892338,35.896359
6311,E900184,[국도21호선]중인교차로,국가교통정보센터(국도),127.084653,35.777482
6312,E900185,[국도21호선]진천군청사거리,국가교통정보센터(국도),127.434034,36.855014
6313,E900186,[국도21호선]진천안골삼거리,국가교통정보센터(국도),127.46922,36.87115
6314,E900187,[국도21호선]진천잣고개,국가교통정보센터(국도),127.416844,36.842051
6315,E900188,[국도21호선]천안교천교차로,국가교통정보센터(국도),127.20268,36.78236
6316,E900189,[국도21호선]천안덕성1리,국가교통정보센터(국도),127.377146,36.812661
6317,E900190,[국도21호선]천안목주교,국가교통정보센터(국도),127.23605,36.766937
6318,E900191,[국도21호선]천안신계교차로,국가교통정보센터(국도),127.215782,36.77702
6319,E900192,[국도21호선]천안운전교차로,국가교통정보센터(국도),127.251873,36.760816
6320,E900193,[국도21호선]천안장산교차로,국가교통정보센터(국도),127.293808,36.756957
6321,E900194,[국도21호선]천안화성교차로,국가교통정보센터(국도),127.26604,36.756106
6322,E900195,[국도21호선]탑천교,국가교통정보센터(국도),126.852511,35.922729
6323,E900196,[국도21호선]홍성고암교차로,국가교통정보센터(국도),126.6842324,36.5895591
6324,E900197,[국도21호선]홍성군경계교차로,국가교통정보센터(국도),126.7495627,36.64544942
6325,E900198,[국도21호선]홍성내기사거리,국가교통정보센터(국도),126.710484,36.619028
6326,E900199,[국도21호선]홍성단아래사거리,국가교통정보센터(국도),126.617068,36.506767
6327,E900200,[국도21호선]홍성대교교차로,국가교통정보센터(국도),126.7362222,36.6275324
6328,E900201,[국도21호선]홍성마온교차로,국가교통정보센터(국도),126.65383,36.57321
6329,E900202,[국도21호선]홍성영암교차로,국가교통정보센터(국도),126.67394,36.578705
6330,E900203,[국도21호선]홍성장성교차로,국가교통정보센터(국도),126.689899,36.605421
6331,E900204,[국도21호선]홍성지정삼거리,국가교통정보센터(국도),126.63449,36.54232
6332,E900205,[국도21호선]홍성천수만교,국가교통정보센터(국도),126.614,36.48913
6333,E900206,[국도22호선]광주너릿재T,국가교통정보센터(국도),126.9516,35.0811
6334,E900207,[국도22호선]교리교차로,국가교통정보센터(국도),126.9766397,35.06806908
6335,E900208,[국도22호선]녹사교차로,국가교통정보센터(국도),126.509039,35.262274
6336,E901612,[국도22호선]동암교차로,국가교통정보센터(국도),127.0566183,35.02704544
6337,E901613,[국도22호선]밀재터널인근,국가교통정보센터(국도),126.5738919,35.20410542
6338,E901614,[국도22호선]백야육교,국가교통정보센터(국도),126.6492864,35.17719675
6339,E901615,[국도22호선]복용삼거리인근,국가교통정보센터(국도),126.465864,35.34227239
6340,E901616,[국도22호선]봉곡교차로,국가교통정보센터(국도),127.359505,35.020834
6341,E901617,[국도22호선]서성교차로,국가교통정보센터(국도),127.392886,35.014124
6342,E901618,[국도22호선]수릿재터널,국가교통정보센터(국도),127.410106,35.027107
6343,E901619,[국도22호선]순천문길삼거리,국가교통정보센터(국도),127.268402,35.063361
6344,E901620,[국도22호선]순천행정리1,국가교통정보센터(국도),127.31117,35.030327
6345,E901621,[국도22호선]영광신평교차로,국가교통정보센터(국도),126.4880656,35.28313384
6346,E901622,[국도22호선]영광용정육교,국가교통정보센터(국도),126.5410952,35.22821818
6347,E901623,[국도22호선]영광학정리,국가교통정보센터(국도),126.5277145,35.24280875
6348,E900209,[국도22호선]와탄교,국가교통정보센터(국도),126.475035,35.322078
6349,E900210,[국도22호선]용산교차로,국가교통정보센터(국도),126.614608,35.172114
6350,E901624,[국도22호선]운농터널앞,국가교통정보센터(국도),127.0156884,35.02945594
6351,E901625,[국도22호선]장동교차로,국가교통정보센터(국도),126.4877733,35.29880533
6352,E901626,[국도22호선]지안일삼거리,국가교통정보센터(국도),126.4717677,35.33386836
6353,E901627,[국도22호선]학정교,국가교통정보센터(국도),126.5172826,35.24777313
6354,E901628,[국도22호선]해보교차로,국가교통정보센터(국도),126.6018284,35.17142612
6355,E901629,[국도23]공주계룡이동검문소,국가교통정보센터(국도),127.1458434,36.40888514
6356,E901630,[국도23]공주광정교,국가교통정보센터(국도),127.1248995,36.60767538
6357,E901631,[국도23]공주버드래고개,국가교통정보센터(국도),127.1629589,36.49200876
6358,E901632,[국도23]공주북계교,국가교통정보센터(국도),127.11848,36.54665
6359,E901633,[국도23]공주상성교차로,국가교통정보센터(국도),127.1297627,36.33852078
6360,E901634,[국도23]공주오인교차로,국가교통정보센터(국도),127.123926,36.533227
6361,E901635,[국도23]공주운궁교차로,국가교통정보센터(국도),127.1181129,36.58674379
6362,E901636,[국도23]공주월송휴게소,국가교통정보센터(국도),127.157279,36.46883065
6363,E901637,[국도23]공주인풍휴게소,국가교통정보센터(국도),127.122627,36.638729
6364,E901638,[국도23]공주장기교,국가교통정보센터(국도),127.1655393,36.47706668
6365,E901639,[국도23]공주정안IC교차로,국가교통정보센터(국도),127.12385,36.61827
6366,E901640,[국도23]논산강경중학교앞,국가교통정보센터(국도),127.0091,36.1508
6367,E901641,[국도23]논산부창교,국가교통정보센터(국도),127.0741291,36.20068314
6368,E901642,[국도23]논산산양사거리,국가교통정보센터(국도),127.0208,36.1565
6369,E901643,[국도23]논산삼거삼거리(1/2),국가교통정보센터(국도),127.03055,36.16432
6370,E901644,[국도23]논산삼거삼거리(2/2),국가교통정보센터(국도),127.03,36.1644
6371,E901645,[국도23]논산신충교차로(사각CT-97),국가교통정보센터(국도),127.1400715,36.30088307
6372,E901646,[국도23]논산월오교차로,국가교통정보센터(국도),127.1287109,36.31977871
6373,E901647,[국도23]논산채운삼거리,국가교통정보센터(국도),127.0563909,36.1739724
6374,E901648,[국도23]논산천동교차로,국가교통정보센터(국도),127.0961724,36.22926104
6375,E901649,[국도23]논산하도교차로,국가교통정보센터(국도),127.1231837,36.25905327
